"spcode","kingdom","phylum","class","family","genus","species","common_name","order"
37444000,"Animalia","Chordata","Actinopterygii","Istiophoridae","Unknown","spp","marlins","Perciformes"
37233000,"Animalia","Chordata","Actinopterygii","Exocoetidae","Unknown","spp","flyingfishes","Beloniformes"
37218000,"Animalia","Chordata","Actinopterygii","Neoceratiidae","Unknown","spp","toothed seadevils","Lophiiformes"
37329901,"Animalia","Chordata","Actinopterygii","Percidae","Perca","spp",NA,"Perciformes"
37338000,"Animalia","Chordata","Actinopterygii","Coryphaenidae","Unknown","spp","dolphinfishes","Perciformes"
37412000,"Animalia","Chordata","Actinopterygii","Notograptidae","Unknown","spp","bearded eel blennies","Perciformes"
37125000,"Animalia","Chordata","Actinopterygii","Notosudidae","Unknown","spp","waryfishes","Aulopiformes"
37132000,"Animalia","Chordata","Actinopterygii","Cetomimidae","Unknown","spp","whalefishes","Cetomimiformes"
37223000,"Animalia","Chordata","Actinopterygii","Muraenolepididae","Unknown","spp","eelcods","Gadiformes"
37137000,"Animalia","Chordata","Actinopterygii","Mirapinnidae","Unknown","spp","hairyfishes","Cetomimiformes"
37401000,"Animalia","Chordata","Actinopterygii","Champsodontidae","Unknown","spp","gapers","Perciformes"
37251000,"Animalia","Chordata","Actinopterygii","Melamphaidae","Unknown","spp","bigscales","Stephanoberyciformes"
37280000,"Animalia","Chordata","Actinopterygii","Centriscidae","Unknown","spp","razorfishes","Syngnathiformes"
37312000,"Animalia","Chordata","Actinopterygii","Grammistidae","Unknown","spp","soapfishes","Perciformes"
37445000,"Animalia","Chordata","Actinopterygii","Centrolophidae","Unknown","spp","trevallas","Perciformes"
37020901,"Animalia","Chordata","Elasmobranchii","Squalidae","Squalus","spp","greeneye dogfish","Squaliformes"
37087000,"Animalia","Chordata","Actinopterygii","Chirocentridae","Unknown","spp","wolf herrings","Clupeiformes"
37363900,"Animalia","Chordata","Actinopterygii","Scatophagidae","Scatophagus","spp","butterfish","Perciformes"
37340000,"Animalia","Chordata","Actinopterygii","Menidae","Unknown","spp","false moonfishes","Perciformes"
37019000,"Animalia","Chordata","Elasmobranchii","Sphyrnidae","Unknown","spp","hammerhead sharks","Carcharhiniformes"
37289000,"Animalia","Chordata","Actinopterygii","Caracanthidae","Unknown","spp","crouchers","Scorpaeniformes"
37213000,"Animalia","Chordata","Actinopterygii","Melanocetidae","Unknown","spp","blackdevils","Lophiiformes"
37067901,"Animalia","Chordata","Actinopterygii","Congridae","Gnathophis","spp","[a conger eel]","Anguilliformes"
37287902,"Animalia","Chordata","Actinopterygii","Sebastidae","Trachyscorpia","spp","[a scorpionfish]","Scorpaeniformes"
37466908,"Animalia","Chordata","Actinopterygii","Ostraciidae","Ostracion","spp",NA,"Tetraodontiformes"
37227901,"Animalia","Chordata","Actinopterygii","Macruronidae","Macruronus","spp","[a southern hake]","Gadiformes"
37067916,"Animalia","Chordata","Actinopterygii","Congridae","Macrocephenchelys","spp",NA,"Anguilliformes"
37261905,"Animalia","Chordata","Actinopterygii","Holocentridae","Pristilepis","spp",NA,"Beryciformes"
37015906,"Animalia","Chordata","Elasmobranchii","Scyliorhinidae","Cephaloscyllium","spp",NA,"Carcharhiniformes"
37255906,"Animalia","Chordata","Actinopterygii","Trachichthyidae","Sorosichthys","spp",NA,"Beryciformes"
37357902,"Animalia","Chordata","Actinopterygii","Pempherididae","Parapriacanthus","spp",NA,"Perciformes"
37427915,"Animalia","Chordata","Actinopterygii","Callionymidae","Repomucenus","spp",NA,"Perciformes"
37018908,"Animalia","Chordata","Elasmobranchii","Hemigaleidae","Hemipristis","spp",NA,"Carcharhiniformes"
37206905,"Animalia","Chordata","Actinopterygii","Gobiesocidae","Creocele","spp",NA,"Gobiesociformes"
37428917,"Animalia","Chordata","Actinopterygii","Gobiidae","Bryaninops","spp",NA,"Perciformes"
37377904,"Animalia","Chordata","Actinopterygii","Cheilodactylidae","Nemadactylus","spp",NA,"Perciformes"
37067902,"Animalia","Chordata","Actinopterygii","Congridae","Ariosoma","spp","[a conger eel]","Anguilliformes"
37384936,"Animalia","Chordata","Actinopterygii","Labridae","Pseudocheilinus","spp",NA,"Perciformes"
37372905,"Animalia","Chordata","Actinopterygii","Pomacentridae","Amphiprion","spp",NA,"Perciformes"
37327916,"Animalia","Chordata","Actinopterygii","Apogonidae","Pseudamia","spp",NA,"Perciformes"
37372912,"Animalia","Chordata","Actinopterygii","Pomacentridae","Lepidozygus","spp",NA,"Perciformes"
37235901,"Animalia","Chordata","Actinopterygii","Belonidae","Ablennes","spp",NA,"Beloniformes"
37067909,"Animalia","Chordata","Actinopterygii","Congridae","Conger","spp",NA,"Anguilliformes"
37467909,"Animalia","Chordata","Actinopterygii","Tetraodontidae","Reicheltia","spp",NA,"Tetraodontiformes"
37131903,"Animalia","Chordata","Actinopterygii","Scopelarchidae","Scopelarchoides","spp",NA,"Aulopiformes"
37120902,"Animalia","Chordata","Actinopterygii","Bathysauropsidae","Bathysauropsis","spp",NA,"Aulopiformes"
37441914,"Animalia","Chordata","Actinopterygii","Scombridae","Allothunnus","spp",NA,"Perciformes"
37244901,"Animalia","Chordata","Actinopterygii","Poeciliidae","Gambusia","spp",NA,"Cyprinodontiformes"
37415903,"Animalia","Chordata","Actinopterygii","Tripterygiidae","Ceratobregma","spp",NA,"Perciformes"
37010903,"Animalia","Chordata","Elasmobranchii","Lamnidae","Lamna","spp",NA,"Lamniformes"
37469906,"Animalia","Chordata","Actinopterygii","Diodontidae","Lophodiodon","spp",NA,"Tetraodontiformes"
37210903,"Animalia","Chordata","Actinopterygii","Antennariidae","Antennatus","spp",NA,"Lophiiformes"
37109909,"Animalia","Chordata","Actinopterygii","Melanostomiidae","Thysanactis","spp",NA,"Stomiiformes"
37384946,"Animalia","Chordata","Actinopterygii","Labridae","Xenojulis","spp",NA,"Perciformes"
37461908,"Animalia","Chordata","Actinopterygii","Pleuronectidae","Pleuronectes","spp",NA,"Pleuronectiformes"
37118902,"Animalia","Chordata","Actinopterygii","Bathysauridae","Bathysaurus","spp",NA,"Aulopiformes"
37327907,"Animalia","Chordata","Actinopterygii","Dinolestidae","Dinolestes","spp",NA,"Perciformes"
37361901,"Animalia","Chordata","Actinopterygii","Scorpididae","Atypichthys","spp",NA,"Perciformes"
37296913,"Animalia","Chordata","Actinopterygii","Platycephalidae","Platycephalus","spp",NA,"Scorpaeniformes"
37408909,"Animalia","Chordata","Actinopterygii","Blenniidae","Exallias","spp",NA,"Perciformes"
37282919,"Animalia","Chordata","Actinopterygii","Syngnathidae","Kaupus","spp",NA,"Syngnathiformes"
37224910,"Animalia","Chordata","Actinopterygii","Moridae","Laemonema","spp",NA,"Gadiformes"
37311913,"Animalia","Chordata","Actinopterygii","Acropomatidae","Acropoma","spp",NA,"Perciformes"
37381909,"Animalia","Chordata","Actinopterygii","Mugilidae","Trachystoma","spp",NA,"Mugiliformes"
37428990,"Animalia","Chordata","Actinopterygii","Gobiidae","Trimma","spp",NA,"Perciformes"
37386905,"Animalia","Chordata","Actinopterygii","Scaridae","Hipposcarus","spp",NA,"Perciformes"
37212904,"Animalia","Chordata","Actinopterygii","Ogcocephalidae","Halieutaea","spp",NA,"Lophiiformes"
37429915,"Animalia","Chordata","Actinopterygii","Eleotridae","Ophiocara","spp",NA,"Perciformes"
37127901,"Animalia","Chordata","Actinopterygii","Omosudidae","Omosudis","spp",NA,"Aulopiformes"
37114907,"Animalia","Chordata","Actinopterygii","Alepocephalidae","Conocara","spp",NA,"Osmeriformes"
37018905,"Animalia","Chordata","Elasmobranchii","Carcharhinidae","Galeocerdo","spp",NA,"Carcharhiniformes"
37465908,"Animalia","Chordata","Actinopterygii","Monacanthidae","Amanses","spp",NA,"Tetraodontiformes"
37428993,"Animalia","Chordata","Actinopterygii","Gobiidae","Valenciennea","spp",NA,"Perciformes"
37353908,"Animalia","Chordata","Actinopterygii","Sparidae","Sparidentex","spp",NA,"Perciformes"
37215901,"Animalia","Chordata","Actinopterygii","Himantolophidae","Himantolophus","spp",NA,"Lophiiformes"
37068905,"Animalia","Chordata","Actinopterygii","Ophichthidae","Callechelys","spp",NA,"Anguilliformes"
37351906,"Animalia","Chordata","Actinopterygii","Lethrinidae","Monotaxis","spp",NA,"Perciformes"
37428995,"Animalia","Chordata","Actinopterygii","Gobiidae","Yoga","spp",NA,"Perciformes"
37279902,"Animalia","Chordata","Actinopterygii","Macroramphosidae","Macroramphosus","spp",NA,"Syngnathiformes"
37326904,"Animalia","Chordata","Actinopterygii","Priacanthidae","Pristigenys","spp",NA,"Perciformes"
37462912,"Animalia","Chordata","Actinopterygii","Soleidae","Soleichthys","spp",NA,"Pleuronectiformes"
37465914,"Animalia","Chordata","Actinopterygii","Monacanthidae","Cantherhines","spp",NA,"Tetraodontiformes"
37365915,"Animalia","Chordata","Actinopterygii","Chaetodontidae","Parachaetodon","spp",NA,"Perciformes"
37098902,"Animalia","Chordata","Actinopterygii","Bathylagidae","Bathylagoides","spp",NA,"Osmeriformes"
37343901,"Animalia","Chordata","Actinopterygii","Caristiidae","Caristius","spp",NA,"Perciformes"
37228953,"Animalia","Chordata","Actinopterygii","Ophidiidae","Sirembo","spp",NA,"Ophidiiformes"
37228937,"Animalia","Chordata","Actinopterygii","Ophidiidae","Lamprogrammus","spp",NA,"Ophidiiformes"
37316906,"Animalia","Chordata","Actinopterygii","Plesiopidae","Steeneichthys","spp",NA,"Perciformes"
37313904,"Animalia","Chordata","Actinopterygii","Pseudochromidae","Cypho","spp",NA,"Perciformes"
37384905,"Animalia","Chordata","Actinopterygii","Labridae","Achoerodus","spp",NA,"Perciformes"
37224904,"Animalia","Chordata","Actinopterygii","Moridae","Antimora","spp",NA,"Gadiformes"
37126904,"Animalia","Chordata","Actinopterygii","Paralepididae","Lestrolepis","spp",NA,"Aulopiformes"
37108902,"Animalia","Chordata","Actinopterygii","Astronesthidae","Borostomias","spp",NA,"Stomiiformes"
37224915,"Animalia","Chordata","Actinopterygii","Moridae","Physiculus","spp",NA,"Gadiformes"
37408915,"Animalia","Chordata","Actinopterygii","Blenniidae","Nannosalarias","spp",NA,"Perciformes"
37228952,"Animalia","Chordata","Actinopterygii","Bythitidae","Saccogaster","spp",NA,"Ophidiiformes"
37465910,"Animalia","Chordata","Actinopterygii","Balistidae","Balistapus","spp",NA,"Tetraodontiformes"
37327913,"Animalia","Chordata","Actinopterygii","Apogonidae","Neamia","spp",NA,"Perciformes"
37020910,"Animalia","Chordata","Elasmobranchii","Somniosidae","Centroselachus","spp",NA,"Squaliformes"
37007901,"Animalia","Chordata","Elasmobranchii","Heterodontidae","Heterodontus","spp",NA,"Heterodontiformes"
37232914,"Animalia","Chordata","Actinopterygii","Macrouridae","Lepidorhynchus","spp",NA,"Gadiformes"
37287929,"Animalia","Chordata","Actinopterygii","Tetrarogidae","Ocosia","spp",NA,"Scorpaeniformes"
37208903,"Animalia","Chordata","Actinopterygii","Lophiidae","Sladenia","spp",NA,"Lophiiformes"
37349903,"Animalia","Chordata","Actinopterygii","Gerreidae","Pentaprion","spp",NA,"Perciformes"
37393901,"Animalia","Chordata","Actinopterygii","Percophidae","Acanthaphritis","spp",NA,"Perciformes"
37384910,"Animalia","Chordata","Actinopterygii","Labridae","Cirrhilabrus","spp",NA,"Perciformes"
37383904,"Animalia","Chordata","Actinopterygii","Polynemidae","Parapolynemus","spp",NA,"Perciformes"
37308902,"Animalia","Chordata","Actinopterygii","Dactylopteridae","Dactyloptena","spp",NA,"Scorpaeniformes"
37462905,"Animalia","Chordata","Actinopterygii","Soleidae","Leptachirus","spp",NA,"Pleuronectiformes"
37122918,"Animalia","Chordata","Actinopterygii","Myctophidae","Metelectrona","spp",NA,"Myctophiformes"
37378902,"Animalia","Chordata","Actinopterygii","Latridae","Mendosoma","spp",NA,"Perciformes"
37408916,"Animalia","Chordata","Actinopterygii","Blenniidae","Omobranchus","spp",NA,"Perciformes"
37073901,"Animalia","Chordata","Actinopterygii","Derichthyidae","Derichthys","spp",NA,"Anguilliformes"
37428963,"Animalia","Chordata","Actinopterygii","Gobiidae","Palutrus","spp",NA,"Perciformes"
37313908,"Animalia","Chordata","Actinopterygii","Pseudochromidae","Ogilbyina","spp",NA,"Perciformes"
37261901,"Animalia","Chordata","Actinopterygii","Holocentridae","Myripristis","spp",NA,"Beryciformes"
37311928,"Animalia","Chordata","Actinopterygii","Serranidae","Gracila","spp",NA,"Perciformes"
37408920,"Animalia","Chordata","Actinopterygii","Blenniidae","Petroscirtes","spp",NA,"Perciformes"
37427904,"Animalia","Chordata","Actinopterygii","Draconettidae","Centrodraco","spp",NA,"Perciformes"
37035907,"Animalia","Chordata","Elasmobranchii","Dasyatidae","Taeniurops","spp",NA,"Rajiformes"
37226901,"Animalia","Chordata","Actinopterygii","Gadidae","Gadus","spp",NA,"Gadiformes"
37122908,"Animalia","Chordata","Actinopterygii","Myctophidae","Gonichthys","spp",NA,"Myctophiformes"
37333901,"Animalia","Chordata","Actinopterygii","Lactariidae","Lactarius","spp",NA,"Perciformes"
37383905,"Animalia","Chordata","Actinopterygii","Polynemidae","Polydactylus","spp",NA,"Perciformes"
37086906,"Animalia","Chordata","Actinopterygii","Engraulidae","Papuengraulis","spp",NA,"Clupeiformes"
37466901,"Animalia","Chordata","Actinopterygii","Ostraciidae","Acanthostracion","spp",NA,"Tetraodontiformes"
37103902,"Animalia","Chordata","Actinopterygii","Prototroctidae","Prototroctes","spp",NA,"Osmeriformes"
37311941,"Animalia","Chordata","Actinopterygii","Polyprionidae","Polyprion","spp",NA,"Perciformes"
37114911,"Animalia","Chordata","Actinopterygii","Alepocephalidae","Leptoderma","spp",NA,"Osmeriformes"
37439908,"Animalia","Chordata","Actinopterygii","Gempylidae","Paradiplospinus","spp",NA,"Perciformes"
37068909,"Animalia","Chordata","Actinopterygii","Ophichthidae","Leiuranus","spp",NA,"Anguilliformes"
37429903,"Animalia","Chordata","Actinopterygii","Eleotridae","Bunaka","spp",NA,"Perciformes"
37428985,"Animalia","Chordata","Actinopterygii","Gobiidae","Sueviota","spp",NA,"Perciformes"
37210902,"Animalia","Chordata","Actinopterygii","Antennariidae","Antennarius","spp",NA,"Lophiiformes"
37287938,"Animalia","Chordata","Actinopterygii","Tetrarogidae","Richardsonichthys","spp",NA,"Scorpaeniformes"
37406908,"Animalia","Chordata","Actinopterygii","Bathydraconidae","Racovitzia","spp",NA,"Perciformes"
37365906,"Animalia","Chordata","Actinopterygii","Pomacanthidae","Chaetodontoplus","spp",NA,"Perciformes"
37428965,"Animalia","Chordata","Actinopterygii","Gobiidae","Parachaeturichthys","spp",NA,"Perciformes"
37311935,"Animalia","Chordata","Actinopterygii","Acropomatidae","Malakichthys","spp",NA,"Perciformes"
37467904,"Animalia","Chordata","Actinopterygii","Tetraodontidae","Contusus","spp",NA,"Tetraodontiformes"
37347903,"Animalia","Chordata","Actinopterygii","Nemipteridae","Parascolopsis","spp",NA,"Perciformes"
37372915,"Animalia","Chordata","Actinopterygii","Pomacentridae","Neopomacentrus","spp",NA,"Perciformes"
37075901,"Animalia","Chordata","Actinopterygii","Serrivomeridae","Serrivomer","spp",NA,"Anguilliformes"
37310904,"Animalia","Chordata","Actinopterygii","Latidae","Lates","spp",NA,"Perciformes"
37228938,"Animalia","Chordata","Actinopterygii","Ophidiidae","Luciobrotula","spp",NA,"Ophidiiformes"
37255907,"Animalia","Chordata","Actinopterygii","Trachichthyidae","Trachichthys","spp",NA,"Beryciformes"
37311951,"Animalia","Chordata","Actinopterygii","Serranidae","Triso","spp",NA,"Perciformes"
37377000,"Animalia","Chordata","Actinopterygii","Cheilodactylidae","Unknown","spp","morwongs","Perciformes"
37351902,"Animalia","Chordata","Actinopterygii","Lethrinidae","Lethrinus","spp","emperor","Perciformes"
37327925,"Animalia","Chordata","Actinopterygii","Apogonidae","Zoramia","spp",NA,"Perciformes"
37139901,"Animalia","Chordata","Actinopterygii","Giganturidae","Gigantura","spp",NA,"Aulopiformes"
37415904,"Animalia","Chordata","Actinopterygii","Tripterygiidae","Enneapterygius","spp",NA,"Perciformes"
37385904,"Animalia","Chordata","Actinopterygii","Odacidae","Olisthops","spp",NA,"Perciformes"
37233905,"Animalia","Chordata","Actinopterygii","Exocoetidae","Oxyporhamphus","spp",NA,"Beloniformes"
37439905,"Animalia","Chordata","Actinopterygii","Gempylidae","Nealotus","spp",NA,"Perciformes"
37033901,"Animalia","Chordata","Elasmobranchii","Anacanthobatidae","Sinobatis","spp",NA,"Rajiformes"
37270902,"Animalia","Chordata","Actinopterygii","Lophotidae","Lophotus","spp",NA,"Lampriformes"
37067920,"Animalia","Chordata","Actinopterygii","Congridae","Scalanago","spp",NA,"Anguilliformes"
37467914,"Animalia","Chordata","Actinopterygii","Tetraodontidae","Tylerius","spp",NA,"Tetraodontiformes"
37341902,"Animalia","Chordata","Actinopterygii","Leiognathidae","Aurigequula","spp",NA,"Perciformes"
37114908,"Animalia","Chordata","Actinopterygii","Alepocephalidae","Einara","spp",NA,"Osmeriformes"
37311946,"Animalia","Chordata","Actinopterygii","Serranidae","Saloptia","spp",NA,"Perciformes"
37100903,"Animalia","Chordata","Actinopterygii","Salangidae","Salangichthys","spp",NA,"Osmeriformes"
37428981,"Animalia","Chordata","Actinopterygii","Gobiidae","Signigobius","spp",NA,"Perciformes"
37131000,"Animalia","Chordata","Actinopterygii","Scopelarchidae","Unknown","spp","pearleyes","Aulopiformes"
37082000,"Animalia","Chordata","Actinopterygii","Lipogenyidae","Unknown","spp","deepsea spiny eels","Notacanthiformes"
37075000,"Animalia","Chordata","Actinopterygii","Serrivomeridae","Unknown","spp","sawtooth eels","Anguilliformes"
37341901,"Animalia","Chordata","Actinopterygii","Leiognathidae","Leiognathus","spp","ponyfishes","Perciformes"
37113000,"Animalia","Chordata","Actinopterygii","Idiacanthidae","Unknown","spp","black dragonfishes","Stomiiformes"
37033000,"Animalia","Chordata","Elasmobranchii","Anacanthobatidae","Unknown","spp","legskates","Rajiformes"
37236000,"Animalia","Chordata","Actinopterygii","Scomberesocidae","Unknown","spp","sauries","Beloniformes"
37110000,"Animalia","Chordata","Actinopterygii","Malacosteidae","Unknown","spp","loosejaws","Stomiiformes"
37134000,"Animalia","Chordata","Actinopterygii","Barbourisiidae","Unknown","spp","velvet whalefishes","Cetomimiformes"
37415000,"Animalia","Chordata","Actinopterygii","Tripterygiidae","Unknown","spp","triplefins","Perciformes"
37402000,"Animalia","Chordata","Actinopterygii","Chiasmodontidae","Unknown","spp","swallowers","Perciformes"
37390000,"Animalia","Chordata","Actinopterygii","Pinguipedidae","Unknown","spp","grubfishes","Perciformes"
37055000,"Animalia","Chordata","Actinopterygii","Albulidae","Unknown","spp","bonefishes","Albuliformes"
37020924,"Animalia","Chordata","Elasmobranchii","Somniosidae","Unknown","spp",NA,"Squaliformes"
37308000,"Animalia","Chordata","Actinopterygii","Dactylopteridae","Unknown","spp","flying gurnards","Scorpaeniformes"
37342900,"Animalia","Chordata","Actinopterygii","Bramidae","Brama","spp","[a pomfret]","Perciformes"
37350902,"Animalia","Chordata","Actinopterygii","Haemulidae","Pomadasys","spp","grunter bream","Perciformes"
37327900,"Animalia","Chordata","Actinopterygii","Epigonidae","Epigonus","spp",NA,"Perciformes"
37266000,"Animalia","Chordata","Actinopterygii","Oreosomatidae","Unknown","spp","oreodories","Zeiformes"
37400000,"Animalia","Chordata","Actinopterygii","Uranoscopidae","Unknown","spp","stargazers","Perciformes"
37245907,"Animalia","Chordata","Actinopterygii","Pseudomugilidae","Unknown","spp",NA,"Atheriniformes"
37311954,"Animalia","Chordata","Actinopterygii","Serranidae","Unknown","spp",NA,"Perciformes"
37388901,"Animalia","Chordata","Actinopterygii","Opistognathidae","Opistognathus","spp",NA,"Perciformes"
37357904,"Animalia","Chordata","Actinopterygii","Pempherididae","Unknown","spp",NA,"Perciformes"
37362904,"Animalia","Chordata","Actinopterygii","Ephippidae","Unknown","spp",NA,"Perciformes"
37427918,"Animalia","Chordata","Actinopterygii","Draconettidae","Unknown","spp",NA,"Perciformes"
37120909,"Animalia","Chordata","Actinopterygii","Bathysauropsidae","Unknown","spp",NA,"Aulopiformes"
37209000,"Animalia","Chordata","Actinopterygii","Brachionichthyidae","Unknown","spp","handfishes","Lophiiformes"
37025000,"Animalia","Chordata","Elasmobranchii","Pristidae","Unknown","spp","sawfishes","Pristiformes"
37102907,"Animalia","Chordata","Actinopterygii","Lepidogalaxiidae","Unknown","spp",NA,"Osmeriformes"
37287947,"Animalia","Chordata","Actinopterygii","Neosebastidae","Unknown","spp",NA,"Scorpaeniformes"
37296908,"Animalia","Chordata","Actinopterygii","Platycephalidae","Elates","spp",NA,"Scorpaeniformes"
37118905,"Animalia","Chordata","Actinopterygii","Bathysauridae","Unknown","spp",NA,"Aulopiformes"
37310907,"Animalia","Chordata","Actinopterygii","Latidae","Unknown","spp",NA,"Perciformes"
37246912,"Animalia","Chordata","Actinopterygii","Dentatherinidae","Unknown","spp",NA,"Atheriniformes"
37372901,"Animalia","Chordata","Actinopterygii","Pomacentridae","Abudefduf","spp",NA,"Perciformes"
37390903,"Animalia","Chordata","Actinopterygii","Pinguipedidae","Simipercis","spp",NA,"Perciformes"
37022000,"Animalia","Chordata","Elasmobranchii","Echinorhinidae","Unknown","spp","bramble sharks","Squaliformes"
37059000,"Animalia","Chordata","Actinopterygii","Chlopsidae","Unknown","spp","false moray eels","Anguilliformes"
37073000,"Animalia","Chordata","Actinopterygii","Derichthyidae","Unknown","spp","longneck eels","Anguilliformes"
37081000,"Animalia","Chordata","Actinopterygii","Halosauridae","Unknown","spp","halosaurs","Notacanthiformes"
37428938,"Animalia","Chordata","Actinopterygii","Gobiidae","Gobiodon","spp",NA,"Perciformes"
37311929,"Animalia","Chordata","Actinopterygii","Percichthyidae","Guyu","spp",NA,"Perciformes"
37192902,"Animalia","Chordata","Actinopterygii","Plotosidae","Cnidoglanis","spp",NA,"Siluriformes"
37341907,"Animalia","Chordata","Actinopterygii","Leiognathidae","Secutor","spp",NA,"Perciformes"
37244903,"Animalia","Chordata","Actinopterygii","Poeciliidae","Poecilia","spp",NA,"Cyprinodontiformes"
37228935,"Animalia","Chordata","Actinopterygii","Ophidiidae","Hoplobrotula","spp",NA,"Ophidiiformes"
37233904,"Animalia","Chordata","Actinopterygii","Exocoetidae","Hirundichthys","spp",NA,"Beloniformes"
37372907,"Animalia","Chordata","Actinopterygii","Pomacentridae","Chromis","spp",NA,"Perciformes"
37441918,"Animalia","Chordata","Actinopterygii","Scombridae","Gasterochisma","spp",NA,"Perciformes"
37165750,"Animalia","Chordata","Actinopterygii","Cyprinidae","Barbonymus","spp","[a carp]","Cypriniformes"
37091000,"Animalia","Chordata","Actinopterygii","Notopteridae","Unknown","spp","featherbacks","Osteoglossiformes"
37428900,"Animalia","Chordata","Actinopterygii","Gobiidae","Glossogobius","spp","[a goby]","Perciformes"
37347000,"Animalia","Chordata","Actinopterygii","Nemipteridae","Unknown","spp","threadfin breams","Perciformes"
37182000,"Animalia","Chordata","Actinopterygii","Clariidae","Unknown","spp","[a snake catfish]","Siluriformes"
37114900,"Animalia","Chordata","Actinopterygii","Alepocephalidae","Rouleina","spp","[a slickhead]","Osmeriformes"
37094901,"Animalia","Chordata","Actinopterygii","Salmonidae","Oncorhynchus","spp","[a salmon]","Salmoniformes"
37282000,"Animalia","Chordata","Actinopterygii","Syngnathidae","Unknown","spp","pipefishes","Syngnathiformes"
37121000,"Animalia","Chordata","Actinopterygii","Neoscopelidae","Unknown","spp","largescale lanternfishes","Myctophiformes"
37068000,"Animalia","Chordata","Actinopterygii","Ophichthidae","Unknown","spp","snake eels","Anguilliformes"
37406902,"Animalia","Chordata","Actinopterygii","Bathydraconidae","Akarotaxis","spp",NA,"Perciformes"
37206911,"Animalia","Chordata","Actinopterygii","Gobiesocidae","Posidonichthys","spp",NA,"Gobiesociformes"
37282923,"Animalia","Chordata","Actinopterygii","Syngnathidae","Maroubra","spp",NA,"Syngnathiformes"
37429901,"Animalia","Chordata","Actinopterygii","Xenisthmidae","Allomicrodesmus","spp",NA,"Perciformes"
37123902,"Animalia","Chordata","Actinopterygii","Ipnopidae","Bathytyphlops","spp",NA,"Aulopiformes"
37355902,"Animalia","Chordata","Actinopterygii","Mullidae","Upeneichthys","spp",NA,"Perciformes"
37361903,"Animalia","Chordata","Actinopterygii","Kyphosidae","Kyphosus","spp",NA,"Perciformes"
37428910,"Animalia","Chordata","Actinopterygii","Gobiidae","Arenigobius","spp",NA,"Perciformes"
37094906,"Animalia","Chordata","Actinopterygii","Salmonidae","Salvelinus","spp",NA,"Salmoniformes"
37428907,"Animalia","Chordata","Actinopterygii","Gobiidae","Amoya","spp",NA,"Perciformes"
37372917,"Animalia","Chordata","Actinopterygii","Pomacentridae","Plectroglyphidodon","spp",NA,"Perciformes"
37266905,"Animalia","Chordata","Actinopterygii","Oreosomatidae","Oreosoma","spp",NA,"Zeiformes"
37327908,"Animalia","Chordata","Actinopterygii","Apogonidae","Foa","spp",NA,"Perciformes"
37311916,"Animalia","Chordata","Actinopterygii","Serranidae","Anyperodon","spp",NA,"Perciformes"
37287932,"Animalia","Chordata","Actinopterygii","Scorpaenidae","Parascorpaena","spp",NA,"Scorpaeniformes"
37287928,"Animalia","Chordata","Actinopterygii","Tetrarogidae","Notesthes","spp",NA,"Scorpaeniformes"
37020913,"Animalia","Chordata","Elasmobranchii","Centrophoridae","Deania","spp",NA,"Squaliformes"
37312902,"Animalia","Chordata","Actinopterygii","Grammistidae","Belonoperca","spp",NA,"Perciformes"
37065902,"Animalia","Chordata","Actinopterygii","Nettastomatidae","Nettenchelys","spp",NA,"Anguilliformes"
37429908,"Animalia","Chordata","Actinopterygii","Eleotridae","Gobiomorphus","spp",NA,"Perciformes"
37428933,"Animalia","Chordata","Actinopterygii","Gobiidae","Exyrias","spp",NA,"Perciformes"
37122926,"Animalia","Chordata","Actinopterygii","Myctophidae","Taaningichthys","spp",NA,"Myctophiformes"
37470901,"Animalia","Chordata","Actinopterygii","Molidae","Masturus","spp",NA,"Tetraodontiformes"
37246909,"Animalia","Chordata","Actinopterygii","Atherinidae","Leptatherina","spp",NA,"Atheriniformes"
37224911,"Animalia","Chordata","Actinopterygii","Moridae","Lotella","spp",NA,"Gadiformes"
37428939,"Animalia","Chordata","Actinopterygii","Gobiidae","Gobiopsis","spp",NA,"Perciformes"
37342907,"Animalia","Chordata","Actinopterygii","Bramidae","Xenobrama","spp",NA,"Perciformes"
37307901,"Animalia","Chordata","Actinopterygii","Liparidae","Careproctus","spp",NA,"Scorpaeniformes"
37287941,"Animalia","Chordata","Actinopterygii","Scorpaenidae","Sebastapistes","spp",NA,"Scorpaeniformes"
37441923,"Animalia","Chordata","Actinopterygii","Scombridae","Scomber","spp",NA,"Perciformes"
37463902,"Animalia","Chordata","Actinopterygii","Cynoglossidae","Paraplagusia","spp",NA,"Pleuronectiformes"
37013903,"Animalia","Chordata","Elasmobranchii","Orectolobidae","Eucrossorhinus","spp",NA,"Orectolobiformes"
37054901,"Animalia","Chordata","Actinopterygii","Megalopidae","Megalops","spp",NA,"Elopiformes"
37428937,"Animalia","Chordata","Actinopterygii","Gobiidae","Gnatholepis","spp",NA,"Perciformes"
37126909,"Animalia","Chordata","Actinopterygii","Paralepididae","Sudis","spp",NA,"Aulopiformes"
37441913,"Animalia","Chordata","Actinopterygii","Scombridae","Acanthocybium","spp",NA,"Perciformes"
37282932,"Animalia","Chordata","Actinopterygii","Syngnathidae","Phyllopteryx","spp",NA,"Syngnathiformes"
37232917,"Animalia","Chordata","Actinopterygii","Macrouridae","Malacocephalus","spp",NA,"Gadiformes"
37342905,"Animalia","Chordata","Actinopterygii","Bramidae","Taractes","spp",NA,"Perciformes"
