"spcode","kingdom","phylum","class","family","genus","species","common_name","order"
37017905,"Animalia","Chordata","Elasmobranchii","Triakidae","Hypogaleus","spp",NA,"Carcharhiniformes"
37428986,"Animalia","Chordata","Actinopterygii","Gobiidae","Taenioides","spp",NA,"Perciformes"
37428952,"Animalia","Chordata","Actinopterygii","Gobiidae","Mahidolia","spp",NA,"Perciformes"
37313903,"Animalia","Chordata","Actinopterygii","Pseudochromidae","Assiculus","spp",NA,"Perciformes"
37341906,"Animalia","Chordata","Actinopterygii","Leiognathidae","Photopectoralis","spp",NA,"Perciformes"
37122917,"Animalia","Chordata","Actinopterygii","Myctophidae","Loweina","spp",NA,"Myctophiformes"
37367903,"Animalia","Chordata","Actinopterygii","Pentacerotidae","Histiopterus","spp",NA,"Perciformes"
37287935,"Animalia","Chordata","Actinopterygii","Scorpaenidae","Pteroidichthys","spp",NA,"Scorpaeniformes"
37401901,"Animalia","Chordata","Actinopterygii","Champsodontidae","Champsodon","spp",NA,"Perciformes"
37428951,"Animalia","Chordata","Actinopterygii","Gobiidae","Macrodontogobius","spp",NA,"Perciformes"
37427903,"Animalia","Chordata","Actinopterygii","Callionymidae","Calliurichthys","spp",NA,"Perciformes"
37214902,"Animalia","Chordata","Actinopterygii","Diceratiidae","Diceratias","spp",NA,"Lophiiformes"
37114905,"Animalia","Chordata","Actinopterygii","Alepocephalidae","Bathyprion","spp",NA,"Osmeriformes"
37425902,"Animalia","Chordata","Actinopterygii","Ammodytidae","Bleekeria","spp",NA,"Perciformes"
37462914,"Animalia","Chordata","Actinopterygii","Soleidae","Zebrias","spp",NA,"Pleuronectiformes"
37353906,"Animalia","Chordata","Actinopterygii","Sparidae","Dentex","spp",NA,"Perciformes"
37132903,"Animalia","Chordata","Actinopterygii","Cetomimidae","Rhamphocetichthys","spp",NA,"Cetomimiformes"
37098903,"Animalia","Chordata","Actinopterygii","Bathylagidae","Bathylagus","spp",NA,"Osmeriformes"
37015908,"Animalia","Chordata","Elasmobranchii","Scyliorhinidae","Galeus","spp",NA,"Carcharhiniformes"
37435906,"Animalia","Chordata","Actinopterygii","Microdesmidae","Parioglossus","spp",NA,"Perciformes"
37122925,"Animalia","Chordata","Actinopterygii","Myctophidae","Symbolophorus","spp",NA,"Myctophiformes"
37013902,"Animalia","Chordata","Elasmobranchii","Hemiscylliidae","Chiloscyllium","spp",NA,"Orectolobiformes"
37060903,"Animalia","Chordata","Actinopterygii","Muraenidae","Enchelycore","spp",NA,"Anguilliformes"
37192904,"Animalia","Chordata","Actinopterygii","Plotosidae","Neosiluroides","spp",NA,"Siluriformes"
37310903,"Animalia","Chordata","Actinopterygii","Latidae","Hypopterus","spp",NA,"Perciformes"
37106906,"Animalia","Chordata","Actinopterygii","Gonostomatidae","Margrethia","spp",NA,"Stomiiformes"
37428915,"Animalia","Chordata","Actinopterygii","Gobiidae","Bathygobius","spp",NA,"Perciformes"
37016902,"Animalia","Chordata","Elasmobranchii","Pseudotriakidae","Pseudotriakis","spp",NA,"Carcharhiniformes"
37365916,"Animalia","Chordata","Actinopterygii","Pomacanthidae","Pomacanthus","spp",NA,"Perciformes"
37408917,"Animalia","Chordata","Actinopterygii","Blenniidae","Omox","spp",NA,"Perciformes"
37400903,"Animalia","Chordata","Actinopterygii","Uranoscopidae","Pleuroscopus","spp",NA,"Perciformes"
37118904,"Animalia","Chordata","Actinopterygii","Synodontidae","Trachinocephalus","spp",NA,"Aulopiformes"
37337917,"Animalia","Chordata","Actinopterygii","Carangidae","Caranx","spp",NA,"Perciformes"
37097903,"Animalia","Chordata","Actinopterygii","Microstomatidae","Microstoma","spp",NA,"Osmeriformes"
37282928,"Animalia","Chordata","Actinopterygii","Syngnathidae","Notiocampus","spp",NA,"Syngnathiformes"
37415906,"Animalia","Chordata","Actinopterygii","Tripterygiidae","Helcogramma","spp",NA,"Perciformes"
37384906,"Animalia","Chordata","Actinopterygii","Labridae","Anampses","spp",NA,"Perciformes"
37384921,"Animalia","Chordata","Actinopterygii","Labridae","Hemigymnus","spp",NA,"Perciformes"
37380901,"Animalia","Chordata","Actinopterygii","Cepolidae","Acanthocepola","spp",NA,"Perciformes"
37407907,"Animalia","Chordata","Actinopterygii","Channichthyidae","Neopagetopsis","spp",NA,"Perciformes"
37332902,"Animalia","Chordata","Actinopterygii","Labracoglossidae","Labracoglossa","spp",NA,"Perciformes"
37467901,"Animalia","Chordata","Actinopterygii","Tetraodontidae","Arothron","spp",NA,"Tetraodontiformes"
37232910,"Animalia","Chordata","Actinopterygii","Macrouridae","Hymenocephalus","spp",NA,"Gadiformes"
37265901,"Animalia","Chordata","Actinopterygii","Grammicolepididae","Grammicolepis","spp",NA,"Zeiformes"
37390902,"Animalia","Chordata","Actinopterygii","Pinguipedidae","Ryukyupercis","spp",NA,"Perciformes"
37321904,"Animalia","Chordata","Actinopterygii","Terapontidae","Hannia","spp",NA,"Perciformes"
37109903,"Animalia","Chordata","Actinopterygii","Melanostomiidae","Eustomias","spp",NA,"Stomiiformes"
37412901,"Animalia","Chordata","Actinopterygii","Notograptidae","Notograptus","spp",NA,"Perciformes"
37465929,"Animalia","Chordata","Actinopterygii","Balistidae","Pseudobalistes","spp",NA,"Tetraodontiformes"
37408925,"Animalia","Chordata","Actinopterygii","Blenniidae","Xiphasia","spp",NA,"Perciformes"
37133901,"Animalia","Chordata","Actinopterygii","Rondeletiidae","Rondeletia","spp",NA,"Cetomimiformes"
37210913,"Animalia","Chordata","Actinopterygii","Antennariidae","Tathicarpus","spp",NA,"Lophiiformes"
37341905,"Animalia","Chordata","Actinopterygii","Leiognathidae","Nuchequula","spp",NA,"Perciformes"
37461914,"Animalia","Chordata","Actinopterygii","Pleuronectidae","Samariscus","spp",NA,"Pleuronectiformes"
37210912,"Animalia","Chordata","Actinopterygii","Antennariidae","Rhycherus","spp",NA,"Lophiiformes"
37384914,"Animalia","Chordata","Actinopterygii","Labridae","Decodon","spp",NA,"Perciformes"
37097904,"Animalia","Chordata","Actinopterygii","Microstomatidae","Nansenia","spp",NA,"Osmeriformes"
37270901,"Animalia","Chordata","Actinopterygii","Lophotidae","Eumecichthys","spp",NA,"Lampriformes"
37327914,"Animalia","Chordata","Actinopterygii","Apogonidae","Nectamia","spp",NA,"Perciformes"
37102905,"Animalia","Chordata","Actinopterygii","Galaxiidae","Paragalaxias","spp",NA,"Osmeriformes"
37384924,"Animalia","Chordata","Actinopterygii","Labridae","Labrichthys","spp",NA,"Perciformes"
37375901,"Animalia","Chordata","Actinopterygii","Chironemidae","Chironemus","spp",NA,"Perciformes"
37220901,"Animalia","Chordata","Actinopterygii","Ceratiidae","Ceratias","spp",NA,"Lophiiformes"
37321903,"Animalia","Chordata","Actinopterygii","Terapontidae","Bidyanus","spp",NA,"Perciformes"
37212903,"Animalia","Chordata","Actinopterygii","Ogcocephalidae","Halicmetus","spp",NA,"Lophiiformes"
37292902,"Animalia","Chordata","Actinopterygii","Gnathanacanthidae","Gnathanacanthus","spp",NA,"Scorpaeniformes"
37407905,"Animalia","Chordata","Actinopterygii","Channichthyidae","Cryodraco","spp",NA,"Perciformes"
37467913,"Animalia","Chordata","Actinopterygii","Tetraodontidae","Torquigener","spp",NA,"Tetraodontiformes"
37312903,"Animalia","Chordata","Actinopterygii","Grammistidae","Diploprion","spp",NA,"Perciformes"
37086905,"Animalia","Chordata","Actinopterygii","Engraulidae","Engraulis","spp",NA,"Clupeiformes"
37017000,"Animalia","Chordata","Elasmobranchii","Triakidae","Unknown","spp","hound sharks","Carcharhiniformes"
37125902,"Animalia","Chordata","Actinopterygii","Notosudidae","Scopelosaurus","spp","deep sea lizardfishes","Aulopiformes"
37088000,"Animalia","Chordata","Actinopterygii","Osteoglossidae","Unknown","spp","bony tongues","Osteoglossiformes"
37024000,"Animalia","Chordata","Elasmobranchii","Squatinidae","Unknown","spp","angelsharks","Squatiniformes"
37272000,"Animalia","Chordata","Actinopterygii","Regalecidae","Unknown","spp","oarfishes","Lampriformes"
37337000,"Animalia","Chordata","Actinopterygii","Carangidae","Unknown","spp","trevallies","Perciformes"
37338901,"Animalia","Chordata","Actinopterygii","Coryphaenidae","Coryphaena","spp","mahi mahi","Perciformes"
37263000,"Animalia","Chordata","Actinopterygii","Zeniontidae","Unknown","spp","bighead dories","Zeiformes"
37354000,"Animalia","Chordata","Actinopterygii","Sciaenidae","Unknown","spp","jewfishes","Perciformes"
37020907,"Animalia","Chordata","Elasmobranchii","Etmopteridae","Etmopterus","spp","lantern sharks","Squaliformes"
37086901,"Animalia","Chordata","Actinopterygii","Engraulidae","Setipinna","spp","[an anchovy]","Clupeiformes"
37086902,"Animalia","Chordata","Actinopterygii","Engraulidae","Stolephorus","spp","[an anchovy]","Clupeiformes"
37229000,"Animalia","Chordata","Actinopterygii","Carapidae","Unknown","spp","pearlfishes","Ophidiiformes"
37386000,"Animalia","Chordata","Actinopterygii","Scaridae","Unknown","spp","parrotfishes","Perciformes"
37462000,"Animalia","Chordata","Actinopterygii","Soleidae","Unknown","spp","soles","Pleuronectiformes"
37023000,"Animalia","Chordata","Elasmobranchii","Pristiophoridae","Unknown","spp","sawsharks","Pristiophoriformes"
37119900,"Animalia","Chordata","Actinopterygii","Harpadontidae","Harpadon","spp","[a Bombay duck]","Aulopiformes"
37270000,"Animalia","Chordata","Actinopterygii","Lophotidae","Unknown","spp","crestfishes","Lampriformes"
37369000,"Animalia","Chordata","Actinopterygii","Oplegnathidae","Unknown","spp","knifejaws","Perciformes"
37414000,"Animalia","Chordata","Actinopterygii","Ophiclinidae","Unknown","spp","snake blennies","Perciformes"
37215000,"Animalia","Chordata","Actinopterygii","Himantolophidae","Unknown","spp","footballfishes","Lophiiformes"
37322000,"Animalia","Chordata","Actinopterygii","Banjosidae","Unknown","spp","banjofishes","Perciformes"
37447900,"Animalia","Chordata","Actinopterygii","Ariommatidae","Ariomma","spp","butterfish","Perciformes"
37136000,"Animalia","Chordata","Actinopterygii","Ateleopodidae","Unknown","spp","jellynose fishes","Ateleopodiformes"
37078000,"Animalia","Chordata","Actinopterygii","Saccopharyngidae","Unknown","spp","swallower eels","Saccopharyngiformes"
37083000,"Animalia","Chordata","Actinopterygii","Notacanthidae","Unknown","spp","spiny eels","Notacanthiformes"
37316900,"Animalia","Chordata","Actinopterygii","Plesiopidae","Trachinops","spp","Plesiopidae (Trachinops only)","Perciformes"
37438902,"Animalia","Chordata","Actinopterygii","Siganidae","Siganus","spp","rabbitfishes","Perciformes"
37446000,"Animalia","Chordata","Actinopterygii","Nomeidae","Unknown","spp","driftfishes","Perciformes"
37355900,"Animalia","Chordata","Actinopterygii","Mullidae","Parupeneus","spp","goatfish","Perciformes"
37353903,"Animalia","Chordata","Actinopterygii","Sparidae","Chrysophrys","spp","snappers","Perciformes"
37311912,"Animalia","Chordata","Actinopterygii","Serranidae","Acanthistius","spp","Wirrah","Perciformes"
37372000,"Animalia","Chordata","Actinopterygii","Pomacentridae","Unknown","spp","damselfishes","Perciformes"
37375000,"Animalia","Chordata","Actinopterygii","Chironemidae","Unknown","spp","kelpfishes","Perciformes"
37346914,"Animalia","Chordata","Actinopterygii","Lutjanidae","Etelis","spp","ruby snappers","Perciformes"
37079000,"Animalia","Chordata","Actinopterygii","Eurypharyngidae","Unknown","spp","deepsea gulpers","Saccopharyngiformes"
37214000,"Animalia","Chordata","Actinopterygii","Diceratiidae","Unknown","spp","double anglerfishes","Lophiiformes"
37311911,"Animalia","Chordata","Actinopterygii","Serranidae","Epinephelus","spp","[a rockcod]","Perciformes"
37035906,"Animalia","Chordata","Elasmobranchii","Dasyatidae","Taeniura","spp",NA,"Rajiformes"
37025902,"Animalia","Chordata","Elasmobranchii","Pristidae","Pristis","spp",NA,"Pristiformes"
37120904,"Animalia","Chordata","Actinopterygii","Chlorophthalmidae","Parasudis","spp",NA,"Aulopiformes"
37232925,"Animalia","Chordata","Actinopterygii","Macrouridae","Squalogadus","spp",NA,"Gadiformes"
37106911,"Animalia","Chordata","Actinopterygii","Phosichthyidae","Woodsia","spp",NA,"Stomiiformes"
37381901,"Animalia","Chordata","Actinopterygii","Mugilidae","Aldrichetta","spp",NA,"Mugiliformes"
37435903,"Animalia","Chordata","Actinopterygii","Microdesmidae","Nemateleotris","spp",NA,"Perciformes"
37416903,"Animalia","Chordata","Actinopterygii","Clinidae","Springeratus","spp",NA,"Perciformes"
37428996,"Animalia","Chordata","Actinopterygii","Gobiidae","Yongeichthys","spp",NA,"Perciformes"
37469903,"Animalia","Chordata","Actinopterygii","Diodontidae","Cyclichthys","spp",NA,"Tetraodontiformes"
37031909,"Animalia","Chordata","Elasmobranchii","Rajidae","Okamejei","spp",NA,"Rajiformes"
37311919,"Animalia","Chordata","Actinopterygii","Serranidae","Caesioperca","spp",NA,"Perciformes"
37362902,"Animalia","Chordata","Actinopterygii","Ephippidae","Platax","spp",NA,"Perciformes"
37040901,"Animalia","Chordata","Elasmobranchii","Rhinopteridae","Rhinoptera","spp",NA,"Myliobatiformes"
37206903,"Animalia","Chordata","Actinopterygii","Gobiesocidae","Cochleoceps","spp",NA,"Gobiesociformes"
37346929,"Animalia","Chordata","Actinopterygii","Lutjanidae","Symphorus","spp",NA,"Perciformes"
37068915,"Animalia","Chordata","Actinopterygii","Ophichthidae","Ophichthus","spp",NA,"Anguilliformes"
37142901,"Animalia","Chordata","Actinopterygii","Chanidae","Chanos","spp",NA,"Gonorhynchiformes"
37251904,"Animalia","Chordata","Actinopterygii","Melamphaidae","Scopelogadus","spp",NA,"Stephanoberyciformes"
37439916,"Animalia","Chordata","Actinopterygii","Gempylidae","Tongaichthys","spp",NA,"Perciformes"
37287906,"Animalia","Chordata","Actinopterygii","Apistidae","Apistops","spp",NA,"Scorpaeniformes"
37327903,"Animalia","Chordata","Actinopterygii","Apogonidae","Apogonichthys","spp",NA,"Perciformes"
37381903,"Animalia","Chordata","Actinopterygii","Mugilidae","Liza","spp",NA,"Mugiliformes"
37374908,"Animalia","Chordata","Actinopterygii","Cirrhitidae","Paracirrhites","spp",NA,"Perciformes"
37428941,"Animalia","Chordata","Actinopterygii","Gobiidae","Hazeus","spp",NA,"Perciformes"
37372904,"Animalia","Chordata","Actinopterygii","Pomacentridae","Amblypomacentrus","spp",NA,"Perciformes"
37465906,"Animalia","Chordata","Actinopterygii","Monacanthidae","Acreichthys","spp",NA,"Tetraodontiformes"
37100902,"Animalia","Chordata","Actinopterygii","Salangidae","Protosalanx","spp",NA,"Osmeriformes"
37246902,"Animalia","Chordata","Actinopterygii","Atherinidae","Atherinomorus","spp",NA,"Atheriniformes"
37465916,"Animalia","Chordata","Actinopterygii","Balistidae","Canthidermis","spp",NA,"Tetraodontiformes"
37441925,"Animalia","Chordata","Actinopterygii","Scombridae","Thunnus","spp",NA,"Perciformes"
37408911,"Animalia","Chordata","Actinopterygii","Blenniidae","Istiblennius","spp",NA,"Perciformes"
37343902,"Animalia","Chordata","Actinopterygii","Caristiidae","Neocaristius","spp",NA,"Perciformes"
37356902,"Animalia","Chordata","Actinopterygii","Monodactylidae","Schuettea","spp",NA,"Perciformes"
37467902,"Animalia","Chordata","Actinopterygii","Tetraodontidae","Canthigaster","spp",NA,"Tetraodontiformes"
37282936,"Animalia","Chordata","Actinopterygii","Syngnathidae","Stigmatopora","spp",NA,"Syngnathiformes"
37110902,"Animalia","Chordata","Actinopterygii","Malacosteidae","Malacosteus","spp",NA,"Stomiiformes"
37288906,"Animalia","Chordata","Actinopterygii","Peristediidae","Gargariscus","spp",NA,"Scorpaeniformes"
37245902,"Animalia","Chordata","Actinopterygii","Melanotaeniidae","Iriatherina","spp",NA,"Atheriniformes"
37464903,"Animalia","Chordata","Actinopterygii","Triacanthodidae","Macrorhamphosodes","spp",NA,"Tetraodontiformes"
37415907,"Animalia","Chordata","Actinopterygii","Tripterygiidae","Lepidoblennius","spp",NA,"Perciformes"
37122923,"Animalia","Chordata","Actinopterygii","Myctophidae","Protomyctophum","spp",NA,"Myctophiformes"
37060901,"Animalia","Chordata","Actinopterygii","Muraenidae","Anarchias","spp",NA,"Anguilliformes"
37443901,"Animalia","Chordata","Actinopterygii","Luvaridae","Luvarus","spp",NA,"Perciformes"
37354904,"Animalia","Chordata","Actinopterygii","Sciaenidae","Argyrosomus","spp",NA,"Perciformes"
37381906,"Animalia","Chordata","Actinopterygii","Mugilidae","Oedalechilus","spp",NA,"Mugiliformes"
37374907,"Animalia","Chordata","Actinopterygii","Cirrhitidae","Oxycirrhites","spp",NA,"Perciformes"
37428989,"Animalia","Chordata","Actinopterygii","Gobiidae","Tridentiger","spp",NA,"Perciformes"
37441920,"Animalia","Chordata","Actinopterygii","Scombridae","Gymnosarda","spp",NA,"Perciformes"
37122909,"Animalia","Chordata","Actinopterygii","Myctophidae","Gymnoscopelus","spp",NA,"Myctophiformes"
37188905,"Animalia","Chordata","Actinopterygii","Ariidae","Hexanematichthys","spp",NA,"Siluriformes"
37122912,"Animalia","Chordata","Actinopterygii","Myctophidae","Lampadena","spp",NA,"Myctophiformes"
37018914,"Animalia","Chordata","Elasmobranchii","Carcharhinidae","Triaenodon","spp",NA,"Carcharhiniformes"
37122927,"Animalia","Chordata","Actinopterygii","Myctophidae","Triphoturus","spp",NA,"Myctophiformes"
37457901,"Animalia","Chordata","Actinopterygii","Psettodidae","Psettodes","spp",NA,"Pleuronectiformes"
37232903,"Animalia","Chordata","Actinopterygii","Macrouridae","Asthenomacrurus","spp",NA,"Gadiformes"
37261906,"Animalia","Chordata","Actinopterygii","Holocentridae","Sargocentron","spp",NA,"Beryciformes"
37381902,"Animalia","Chordata","Actinopterygii","Mugilidae","Crenimugil","spp",NA,"Mugiliformes"
37192908,"Animalia","Chordata","Actinopterygii","Plotosidae","Porochilus","spp",NA,"Siluriformes"
37428958,"Animalia","Chordata","Actinopterygii","Gobiidae","Oplopomus","spp",NA,"Perciformes"
37415910,"Animalia","Chordata","Actinopterygii","Tripterygiidae","Trianectes","spp",NA,"Perciformes"
37009903,"Animalia","Chordata","Elasmobranchii","Pseudocarchariidae","Pseudocarcharias","spp",NA,"Lamniformes"
37287907,"Animalia","Chordata","Actinopterygii","Apistidae","Apistus","spp",NA,"Scorpaeniformes"
37320000,"Animalia","Chordata","Actinopterygii","Glaucosomatidae","Unknown","spp","pearl perches","Perciformes"
37466909,"Animalia","Chordata","Actinopterygii","Ostraciidae","Polyplacapros","spp",NA,"Tetraodontiformes"
37313906,"Animalia","Chordata","Actinopterygii","Pseudochromidae","Lubbockichthys","spp",NA,"Perciformes"
37114914,"Animalia","Chordata","Actinopterygii","Alepocephalidae","Narcetes","spp",NA,"Osmeriformes"
37115905,"Animalia","Chordata","Actinopterygii","Platytroctidae","Platytroctes","spp",NA,"Osmeriformes"
37296905,"Animalia","Chordata","Actinopterygii","Platycephalidae","Bembras","spp",NA,"Scorpaeniformes"
37307902,"Animalia","Chordata","Actinopterygii","Liparidae","Edentoliparis","spp",NA,"Scorpaeniformes"
37217901,"Animalia","Chordata","Actinopterygii","Gigantactinidae","Gigantactis","spp",NA,"Lophiiformes"
37288904,"Animalia","Chordata","Actinopterygii","Triglidae","Bovitrigla","spp",NA,"Scorpaeniformes"
37132901,"Animalia","Chordata","Actinopterygii","Cetomimidae","Cetostoma","spp",NA,"Cetomimiformes"
37126901,"Animalia","Chordata","Actinopterygii","Paralepididae","Arctozenus","spp",NA,"Aulopiformes"
37269901,"Animalia","Chordata","Actinopterygii","Veliferidae","Metavelifer","spp",NA,"Lampriformes"
37210911,"Animalia","Chordata","Actinopterygii","Antennariidae","Phyllophryne","spp",NA,"Lophiiformes"
37067915,"Animalia","Chordata","Actinopterygii","Congridae","Lumiconger","spp",NA,"Anguilliformes"
37313905,"Animalia","Chordata","Actinopterygii","Pseudochromidae","Labracinus","spp",NA,"Perciformes"
37037901,"Animalia","Chordata","Elasmobranchii","Gymnuridae","Gymnura","spp",NA,"Rajiformes"
37192905,"Animalia","Chordata","Actinopterygii","Plotosidae","Neosilurus","spp",NA,"Siluriformes"
37432901,"Animalia","Chordata","Actinopterygii","Kraemeriidae","Kraemeria","spp",NA,"Perciformes"
37435902,"Animalia","Chordata","Actinopterygii","Microdesmidae","Gunnellichthys","spp",NA,"Perciformes"
37211901,"Animalia","Chordata","Actinopterygii","Chaunacidae","Chaunacops","spp",NA,"Lophiiformes"
37134901,"Animalia","Chordata","Actinopterygii","Barbourisiidae","Barbourisia","spp",NA,"Cetomimiformes"
37228923,"Animalia","Chordata","Actinopterygii","Bythitidae","Diplacanthopoma","spp",NA,"Ophidiiformes"
37122915,"Animalia","Chordata","Actinopterygii","Myctophidae","Lampichthys","spp",NA,"Myctophiformes"
37446904,"Animalia","Chordata","Actinopterygii","Nomeidae","Psenes","spp",NA,"Perciformes"
37460904,"Animalia","Chordata","Actinopterygii","Bothidae","Bothus","spp",NA,"Pleuronectiformes"
37098906,"Animalia","Chordata","Actinopterygii","Bathylagidae","Melanolagus","spp",NA,"Osmeriformes"
37031903,"Animalia","Chordata","Elasmobranchii","Rajidae","Dentiraja","spp",NA,"Rajiformes"
37367906,"Animalia","Chordata","Actinopterygii","Pentacerotidae","Pentaceropsis","spp",NA,"Perciformes"
37313911,"Animalia","Chordata","Actinopterygii","Pseudochromidae","Pseudochromis","spp",NA,"Perciformes"
37384920,"Animalia","Chordata","Actinopterygii","Labridae","Halichoeres","spp",NA,"Perciformes"
37028903,"Animalia","Chordata","Elasmobranchii","Torpedinidae","Tetronarce","spp","[a torpedo ray]","Torpediniformes"
37427909,"Animalia","Chordata","Actinopterygii","Callionymidae","Minysynchiropus","spp",NA,"Perciformes"
37311922,"Animalia","Chordata","Actinopterygii","Serranidae","Caprodon","spp",NA,"Perciformes"
37232922,"Animalia","Chordata","Actinopterygii","Macrouridae","Pseudonezumia","spp",NA,"Gadiformes"
37228954,"Animalia","Chordata","Actinopterygii","Ophidiidae","Spectrunculus","spp",NA,"Ophidiiformes"
37228941,"Animalia","Chordata","Actinopterygii","Ophidiidae","Monomitopus","spp",NA,"Ophidiiformes"
37067913,"Animalia","Chordata","Actinopterygii","Congridae","Gorgasia","spp",NA,"Anguilliformes"
37460912,"Animalia","Chordata","Actinopterygii","Bothidae","Laeops","spp",NA,"Pleuronectiformes"
37429916,"Animalia","Chordata","Actinopterygii","Eleotridae","Philypnodon","spp",NA,"Perciformes"
37021901,"Animalia","Chordata","Elasmobranchii","Oxynotidae","Oxynotus","spp",NA,"Squaliformes"
37206907,"Animalia","Chordata","Actinopterygii","Gobiesocidae","Discotrema","spp",NA,"Gobiesociformes"
37441922,"Animalia","Chordata","Actinopterygii","Scombridae","Rastrelliger","spp",NA,"Perciformes"
37246901,"Animalia","Chordata","Actinopterygii","Atherinidae","Atherinason","spp",NA,"Atheriniformes"
37428924,"Animalia","Chordata","Actinopterygii","Gobiidae","Cryptocentrus","spp",NA,"Perciformes"
37311932,"Animalia","Chordata","Actinopterygii","Serranidae","Liopropoma","spp",NA,"Perciformes"
37290913,"Animalia","Chordata","Actinopterygii","Aploactinidae","Pseudopataecus","spp",NA,"Scorpaeniformes"
37005901,"Animalia","Chordata","Elasmobranchii","Hexanchidae","Heptranchias","spp",NA,"Hexanchiformes"
37316902,"Animalia","Chordata","Actinopterygii","Plesiopidae","Calloplesiops","spp",NA,"Perciformes"
37337929,"Animalia","Chordata","Actinopterygii","Carangidae","Ulua","spp",NA,"Perciformes"
37290911,"Animalia","Chordata","Actinopterygii","Aploactinidae","Paraploactis","spp",NA,"Scorpaeniformes"
37428988,"Animalia","Chordata","Actinopterygii","Gobiidae","Tomiyamichthys","spp",NA,"Perciformes"
37122904,"Animalia","Chordata","Actinopterygii","Myctophidae","Centrobranchus","spp",NA,"Myctophiformes"
37372908,"Animalia","Chordata","Actinopterygii","Pomacentridae","Chrysiptera","spp",NA,"Perciformes"
37427905,"Animalia","Chordata","Actinopterygii","Callionymidae","Dactylopus","spp",NA,"Perciformes"
37424901,"Animalia","Chordata","Actinopterygii","Schindleriidae","Schindleria","spp",NA,"Perciformes"
37327910,"Animalia","Chordata","Actinopterygii","Apogonidae","Glossamia","spp",NA,"Perciformes"
37246907,"Animalia","Chordata","Actinopterygii","Atherinidae","Hypoatherina","spp",NA,"Atheriniformes"
37099901,"Animalia","Chordata","Actinopterygii","Opisthoproctidae","Monacoa","spp","[a barreleye]","Osmeriformes"
37106904,"Animalia","Chordata","Actinopterygii","Gonostomatidae","Gonostoma","spp",NA,"Stomiiformes"
37108901,"Animalia","Chordata","Actinopterygii","Astronesthidae","Astronesthes","spp",NA,"Stomiiformes"
37235904,"Animalia","Chordata","Actinopterygii","Belonidae","Tylosurus","spp",NA,"Beloniformes"
37380904,"Animalia","Chordata","Actinopterygii","Cepolidae","Sphenanthias","spp",NA,"Perciformes"
37407901,"Animalia","Chordata","Actinopterygii","Channichthyidae","Chaenodraco","spp",NA,"Perciformes"
37374905,"Animalia","Chordata","Actinopterygii","Cirrhitidae","Neocirrhites","spp",NA,"Perciformes"
37228912,"Animalia","Chordata","Actinopterygii","Ophidiidae","Brotula","spp",NA,"Ophidiiformes"
37228940,"Animalia","Chordata","Actinopterygii","Bythitidae","Microbrotula","spp",NA,"Ophidiiformes"
37056901,"Animalia","Chordata","Actinopterygii","Anguillidae","Anguilla","spp",NA,"Anguilliformes"
37229901,"Animalia","Chordata","Actinopterygii","Carapidae","Carapus","spp",NA,"Ophidiiformes"
37015910,"Animalia","Chordata","Elasmobranchii","Scyliorhinidae","Parmaturus","spp",NA,"Carcharhiniformes"
37282921,"Animalia","Chordata","Actinopterygii","Syngnathidae","Leptoichthys","spp",NA,"Syngnathiformes"
37441919,"Animalia","Chordata","Actinopterygii","Scombridae","Grammatorcynus","spp",NA,"Perciformes"
37035902,"Animalia","Chordata","Elasmobranchii","Dasyatidae","Himantura","spp",NA,"Rajiformes"
37126906,"Animalia","Chordata","Actinopterygii","Paralepididae","Magnisudis","spp",NA,"Aulopiformes"
37462902,"Animalia","Chordata","Actinopterygii","Soleidae","Aseraggodes","spp",NA,"Pleuronectiformes"
37404909,"Animalia","Chordata","Actinopterygii","Nototheniidae","Trematomus","spp",NA,"Perciformes"
37282909,"Animalia","Chordata","Actinopterygii","Syngnathidae","Dunckerocampus","spp",NA,"Syngnathiformes"
37327905,"Animalia","Chordata","Actinopterygii","Apogonidae","Cercamia","spp",NA,"Perciformes"
37228949,"Animalia","Chordata","Actinopterygii","Ophidiidae","Porogadus","spp",NA,"Ophidiiformes"
37216000,"Animalia","Chordata","Actinopterygii","Oneirodidae","Unknown","spp","dreamers","Lophiiformes"
37337907,"Animalia","Chordata","Actinopterygii","Carangidae","Trachurus","spp","[a trevally]","Perciformes"
37170000,"Animalia","Chordata","Actinopterygii","Cobitidae","Unknown","spp","[a loach]","Cypriniformes"
37010000,"Animalia","Chordata","Elasmobranchii","Lamnidae","Unknown","spp","mackerel sharks","Lamniformes"
37235000,"Animalia","Chordata","Actinopterygii","Belonidae","Unknown","spp","longtoms","Beloniformes"
37382901,"Animalia","Chordata","Actinopterygii","Sphyraenidae","Sphyraena","spp","striped seapike","Perciformes"
37130000,"Animalia","Chordata","Actinopterygii","Evermannellidae","Unknown","spp","sabretooth fishes","Aulopiformes"
37320901,"Animalia","Chordata","Actinopterygii","Glaucosomatidae","Glaucosoma","spp","pearl perch","Perciformes"
37232901,"Animalia","Chordata","Actinopterygii","Macrouridae","Macrourus","spp","grenadiers","Gadiformes"
37285000,"Animalia","Chordata","Actinopterygii","Synbranchidae","Unknown","spp","swamp eels","Synbranchiformes"
37126000,"Animalia","Chordata","Actinopterygii","Paralepididae","Unknown","spp","barracudinas","Aulopiformes"
37099000,"Animalia","Chordata","Actinopterygii","Opisthoproctidae","Unknown","spp","barreleyes","Osmeriformes"
