"synonym","unacceptreason","aphiaid","scientific","match_type"
"Rhinichthys osculus lethoporus","synonym",592846,"Rhinichthys osculus","exact"
"Rhinichthys osculus moapae","synonym",592846,"Rhinichthys osculus","exact"
"Rhinichthys osculus nevadensis","junior synonym",592846,"Rhinichthys osculus","exact"
"Rhinichthys osculus oligoporus","synonym",592846,"Rhinichthys osculus","exact"
"Rhinichthys osculus reliquus","synonym",592846,"Rhinichthys osculus","exact"
"Rhinichthys osculus thermalis","junior synonym",592846,"Rhinichthys osculus","exact"
"Rhinichthys osculus velifer","junior synonym",592846,"Rhinichthys osculus","exact"
"Rhinichthys velifer","synonym",592846,"Rhinichthys osculus","exact"
"Agosia umatilla",NA,592849,"Rhinichthys umatilla","exact"
"Rhinobatos albomaculatatus","misspelling",271593,"Rhinobatos albomaculatus","exact"
"Rhinobatus albomaculatus","misspelling",271593,"Rhinobatos albomaculatus","exact"
"Rhynchobatus albomaculatus",NA,271593,"Rhinobatos albomaculatus","exact"
"Rhinobatus annandalei","misspelling",271594,"Rhinobatos annandalei","exact"
"Rhinobatus formosensis","misspelling",271595,"Rhinobatos formosensis","exact"
"Rhinobatus holcorhynchus","misspelling",213642,"Rhinobatos holcorhynchus","exact"
"Rhinobatus hynnicephalus","misspelling",271598,"Rhinobatos hynnicephalus","exact"
"Rhynchobatis hynnicephalus",NA,271598,"Rhinobatos hynnicephalus","exact"
"Rhinobatus irvinei","misspelling",271599,"Rhinobatos irvinei","exact"
"Rhinobatus lionotus","misspelling",271601,"Rhinobatos lionotus","exact"
"Leiobatus panduratus",NA,105898,"Rhinobatos rhinobatos","exact"
"Raia columnae",NA,105898,"Rhinobatos rhinobatos","exact"
"Raja rhinobatos",NA,105898,"Rhinobatos rhinobatos","exact"
"Rhinobathos rhinobathos",NA,105898,"Rhinobatos rhinobatos","exact"
"Rhinobatis duhameli","synonym",105898,"Rhinobatos rhinobatos","exact"
"Rhinobatus columnae",NA,105898,"Rhinobatos rhinobatos","exact"
"Rhinobatus duhameli",NA,105898,"Rhinobatos rhinobatos","exact"
"Rhinobatus rhinobatus",NA,105898,"Rhinobatos rhinobatos","exact"
"Squatinoraja colonna",NA,105898,"Rhinobatos rhinobatos","exact"
"Rhinobatos schlegeli","misspelling",213640,"Rhinobatos schlegelii","exact"
"Rhinobatos schlegelli","misspelling",213640,"Rhinobatos schlegelii","exact"
"Rhinobatus natalensis",NA,213640,"Rhinobatos schlegelii","exact"
"Rhinobatus schlegelii","misspelling",213640,"Rhinobatos schlegelii","exact"
"Raja thouiniana",NA,271613,"Rhinobatos thouiniana","exact"
"Rhinobatus thouiniana","misspelling",271613,"Rhinobatos thouiniana","exact"
"Harriotta atlantica",NA,105830,"Rhinochimaera atlantica","exact"
"Harriotta pacifica",NA,271420,"Rhinochimaera pacifica","exact"
"Doras dorbignyi",NA,1026622,"Rhinodoras dorbignyi","exact"
"Doras d'Orbignyi",NA,1026622,"Rhinodoras dorbignyi","exact"
"Doras nebulosus",NA,1026622,"Rhinodoras dorbignyi","exact"
"Megagobio nasutus","synonym",1422095,"Rhinogobio nasutus","exact"
"Rhinogobio dereimsi",NA,282579,"Rhinogobio typus","exact"
"Gobio longipinnis","synonym",1016350,"Rhinogobio ventralis","exact"
"Gobio longipinnis longipinnis","junior synonym",1016350,"Rhinogobio ventralis","exact"
"Gobio longipinnis roulei","junior synonym",1016350,"Rhinogobio ventralis","exact"
"Megagobio roulei",NA,1016350,"Rhinogobio ventralis","exact"
"Coryphopterus nicholsi","misspelling",282580,"Rhinogobiops nicholsii","exact"
"Coryphopterus nicholsii",NA,282580,"Rhinogobiops nicholsii","exact"
"Gobius nicholsii",NA,282580,"Rhinogobiops nicholsii","exact"
"Ctenogobius brunneus",NA,282581,"Rhinogobius brunneus","exact"
"Ctenogobius sowerbyi",NA,282581,"Rhinogobius brunneus","exact"
"Gobius brunneus",NA,282581,"Rhinogobius brunneus","exact"
"Rhinogobius brunneus brunneus",NA,282581,"Rhinogobius brunneus","exact"
"Rhinogobius sowerbyi",NA,282581,"Rhinogobius brunneus","exact"
"Tukugobius bucculentus",NA,1016201,"Rhinogobius bucculentus","exact"
"Ctenogobius candidianus",NA,1026438,"Rhinogobius candidianus","exact"
"Rhinogobius candidius",NA,1026438,"Rhinogobius candidianus","exact"
"Rhinogobius taiwanus","synonym",1026438,"Rhinogobius candidianus","exact"
"Tukugobius carpenteri","senior synonym",1017813,"Rhinogobius carpenteri","exact"
"Ctenogobius chiangmaiensis",NA,1015473,"Rhinogobius chiengmaiensis","exact"
"Rhinogobius chiangmaiensis",NA,1015473,"Rhinogobius chiengmaiensis","exact"
"Ctenogobius cliffordpopei","senior synonym",1026665,"Rhinogobius cliffordpopei","exact"
"Gobius cliffordpopei",NA,1026665,"Rhinogobius cliffordpopei","exact"
"Ctenogobius davidi",NA,1020395,"Rhinogobius davidi","exact"
"Gobius davidi",NA,1020395,"Rhinogobius davidi","exact"
"Ctenogobius duospilus",NA,282582,"Rhinogobius duospilus","exact"
"Ctenogobius whitleyi","synonym",282582,"Rhinogobius duospilus","exact"
"Ctenogobius wui",NA,282582,"Rhinogobius duospilus","exact"
"Gobius duospilus",NA,282582,"Rhinogobius duospilus","exact"
"Gobius whitleyi",NA,282582,"Rhinogobius duospilus","exact"
"Rhinogobius wui",NA,282582,"Rhinogobius duospilus","exact"
"Ctenogobius filamentosus",NA,1014920,"Rhinogobius filamentosus","exact"
"Tukugobius flumineus",NA,1013798,"Rhinogobius flumineus","exact"
"Rhinogobius nagoyae formosanus","senior synonym",1016948,"Rhinogobius formosanus","exact"
"Ctenegobius giurinus",NA,282583,"Rhinogobius giurinus","exact"
"Ctenogobius giurinus",NA,282583,"Rhinogobius giurinus","exact"
"Ctenogobius hadropterus",NA,282583,"Rhinogobius giurinus","exact"
"Gobius giurinus",NA,282583,"Rhinogobius giurinus","exact"
"Rhinogobius hadropterus",NA,282583,"Rhinogobius giurinus","exact"
"Ctenogobius henryi",NA,1014987,"Rhinogobius henryi","exact"
"Ctenogobius leavelli",NA,1015332,"Rhinogobius leavelli","exact"
"Ctenogobius lentiginis",NA,1011974,"Rhinogobius lentiginis","exact"
"Rhinogobius similis lindbergi","senior synonym",1460151,"Rhinogobius lindbergi","exact"
"Ctenogobius cephalopardus",NA,1026668,"Rhinogobius mekongianus","exact"
"Ctenogobius mekongianus","senior synonym",1026668,"Rhinogobius mekongianus","exact"
"Gobius mekongianus",NA,1026668,"Rhinogobius mekongianus","exact"
"Ctenogobius multimaculatus",NA,1011959,"Rhinogobius multimaculatus","exact"
"Rhinogobius nagoyae nagoyae","senior synonym",1018386,"Rhinogobius nagoyae","exact"
"Ctenogobius parvus",NA,1011583,"Rhinogobius parvus","exact"
"Ctenogobius pervus",NA,1011583,"Rhinogobius parvus","exact"
"Tukugobius philippinus",NA,1016202,"Rhinogobius philippinus","exact"
"Aboma tsinanensis",NA,1015868,"Rhinogobius similis","exact"
"Gobius similis",NA,1015868,"Rhinogobius similis","exact"
"Ctenogobius yaoshanensis",NA,1011584,"Rhinogobius yaoshanensis","exact"
"Paraliparis barbulifer",NA,282585,"Rhinoliparis barbulifer","exact"
"Liza corsula",NA,282586,"Rhinomugil corsula","exact"
"Mugil corsula",NA,282586,"Rhinomugil corsula","exact"
"Rhinomuraea quaesita","misspelling",217529,"Rhinomuraena quaesita","exact"
"Rhinomuraena ambonensis",NA,217529,"Rhinomuraena quaesita","exact"
"Rhinopias eschemeyeri","misspelling",218088,"Rhinopias eschmeyeri","exact"
"Peoropsis frondosus",NA,218087,"Rhinopias frondosa","exact"
"Scorpaena frondosa",NA,218087,"Rhinopias frondosa","exact"
"Peloropsis xenops",NA,277219,"Rhinopias xenops","exact"
"Raja bonasus",NA,158544,"Rhinoptera bonasus","exact"
"Raja quadriloba",NA,158544,"Rhinoptera bonasus","exact"
"Rhinoptera affinis",NA,158544,"Rhinoptera bonasus","exact"
"Rhinoptera lalandii",NA,158544,"Rhinoptera bonasus","exact"
"Rhinoptera quadriloba",NA,158544,"Rhinoptera bonasus","exact"
"Rhinoptera adspersa",NA,217429,"Rhinoptera javanica","exact"
"Rhinopthera javanica","misspelling",217429,"Rhinoptera javanica","exact"
"Rhinoptera hainanica",NA,271496,"Rhinoptera jayakari","exact"
"Rhinoptera sewelli",NA,271496,"Rhinoptera jayakari","exact"
"Myliobatis marginata",NA,105862,"Rhinoptera marginata","exact"
"Rhinoptera peli",NA,105862,"Rhinoptera marginata","exact"
"Raja kujiensis",NA,282590,"Rhinoraja kujiensis","exact"
"Clupea amazonica",NA,282596,"Rhinosardinia amazonica","exact"
"Heringia amazonica",NA,282596,"Rhinosardinia amazonica","exact"
"Rhinosardinia serrata",NA,282596,"Rhinosardinia amazonica","exact"
"Heringia bahiensis",NA,282597,"Rhinosardinia bahiensis","exact"
"Pellonula bahiensis",NA,282597,"Rhinosardinia bahiensis","exact"
"Sardinella pernambucana","synonym",282597,"Rhinosardinia bahiensis","exact"
"Carcharhinus acutus",NA,105802,"Rhizoprionodon acutus","exact"
"Carcharias aaronis",NA,105802,"Rhizoprionodon acutus","exact"
"Carcharias acutus",NA,105802,"Rhizoprionodon acutus","exact"
"Carcharias crenidens",NA,105802,"Rhizoprionodon acutus","exact"
"Carcharias eumeces",NA,105802,"Rhizoprionodon acutus","exact"
"Carcharias sorrahkowah",NA,105802,"Rhizoprionodon acutus","exact"
"Carcharias sorrakowah",NA,105802,"Rhizoprionodon acutus","exact"
"Carcharias walbeehmi",NA,105802,"Rhizoprionodon acutus","exact"
"Carcharias walbeehmii",NA,105802,"Rhizoprionodon acutus","exact"
"Carcharias walbenii","misspelling",105802,"Rhizoprionodon acutus","exact"
"Cynocephalus acutus",NA,105802,"Rhizoprionodon acutus","exact"
"Hypoprion acutus",NA,105802,"Rhizoprionodon acutus","exact"
"Scoliodon acutus",NA,105802,"Rhizoprionodon acutus","exact"
"Scoliodon longmani",NA,105802,"Rhizoprionodon acutus","exact"
"Scoliodon palasorra","misspelling",105802,"Rhizoprionodon acutus","exact"
"Scoliodon palasorrah",NA,105802,"Rhizoprionodon acutus","exact"
"Scoliodon sorrahkowah","misspelling",105802,"Rhizoprionodon acutus","exact"
"Scoliodon vagatus",NA,105802,"Rhizoprionodon acutus","exact"
"Scoliodon walbeehmi",NA,105802,"Rhizoprionodon acutus","exact"
"Scoliodon walbeehmii",NA,105802,"Rhizoprionodon acutus","exact"
"Scoliodon walbeemii","misspelling",105802,"Rhizoprionodon acutus","exact"
"Scolliodon walbechmii","misspelling",105802,"Rhizoprionodon acutus","exact"
"Squalus sorrakowah",NA,105802,"Rhizoprionodon acutus","exact"
"Carcharias lalandii",NA,271326,"Rhizoprionodon lalandii","exact"
"Rhizoprionodon lalandei",NA,271326,"Rhizoprionodon lalandii","exact"
"Rhizoprionodon lalandi","misspelling",271326,"Rhizoprionodon lalandii","exact"
"Scoliodon lalandei",NA,271326,"Rhizoprionodon lalandii","exact"
"Carcharias longurio",NA,271327,"Rhizoprionodon longurio","exact"
"Scoliodon longurio",NA,271327,"Rhizoprionodon longurio","exact"
"Rizoprionodon oligolinx","misspelling",217359,"Rhizoprionodon oligolinx","exact"
"Scoliodon intermedius",NA,217359,"Rhizoprionodon oligolinx","exact"
"Scoliodon palasorra","misspelling",217359,"Rhizoprionodon oligolinx","exact"
"Rhizopriodon porosus","misspelling",271328,"Rhizoprionodon porosus","exact"
"Squalus porosus",NA,271328,"Rhizoprionodon porosus","exact"
"Physodon taylori",NA,271329,"Rhizoprionodon taylori","exact"
"Protozygaena taylori",NA,271329,"Rhizoprionodon taylori","exact"
"Rhizoprionodon terraenova","misspelling",158510,"Rhizoprionodon terraenovae","exact"
"Scoliodon terraenovae",NA,158510,"Rhizoprionodon terraenovae","exact"
"Squalus terraenovae",NA,158510,"Rhizoprionodon terraenovae","exact"
"Pygidium totae",NA,1525172,"Rhizosomichthys totae","exact"
"Trichomycterus totae",NA,1525172,"Rhizosomichthys totae","exact"
"Cyprinus amarus",NA,154331,"Rhodeus amarus","exact"
"Rhodeus genitalis","synonym",154331,"Rhodeus amarus","exact"
"Rhodeus lucinae","synonym",154331,"Rhodeus amarus","exact"
"Rhodeus sericeus amarus",NA,154331,"Rhodeus amarus","exact"
"Pseudoperilampus lighti amurensis",NA,1524548,"Rhodeus amurensis","exact"
"Rhodeus lighti amurensis","senior synonym",1524548,"Rhodeus amurensis","exact"
"Acanthorhodeus atremius",NA,1017279,"Rhodeus atremius","exact"
"Pararhodeus fangi",NA,1525428,"Rhodeus fangi","exact"
"Pseudoperilampus lighti",NA,1015816,"Rhodeus lighti","exact"
"Rhodeus lighti lighti","senior synonym",1015816,"Rhodeus lighti","exact"
"Rhodeus amarus meridionalis","senior synonym",1016496,"Rhodeus meridionalis","exact"
"Pseudoperilampus monguonensis",NA,1011578,"Rhodeus monguonensis","exact"
"Pseudoperilampus ocellatus","synonym",1015520,"Rhodeus ocellatus","exact"
"Rhodeus hwanghoensis","synonym",1015520,"Rhodeus ocellatus","exact"
"Rhodeus kurumeus","synonym",1015520,"Rhodeus ocellatus","exact"
"Rhodeus maculatus","synonym",1015520,"Rhodeus ocellatus","exact"
"Rhodeus ocellatus kurumeus","junior synonym",1015520,"Rhodeus ocellatus","exact"
"Rhodeus ocellatus ocellatus","senior synonym",1015520,"Rhodeus ocellatus","exact"
"Rhodeus pingi",NA,1015520,"Rhodeus ocellatus","exact"
"Rhodeus wangkinfui","synonym",1015520,"Rhodeus ocellatus","exact"
"Danio rheinardti",NA,1019901,"Rhodeus rheinardti","exact"
"Acanthorhodeus sciosemus",NA,1017254,"Rhodeus sciosemus","exact"
"Cyprinus sericeus",NA,154613,"Rhodeus sericeus","exact"
"Rhodeus amarus sericeus","senior synonym",154613,"Rhodeus sericeus","exact"
"Rhodeus mantschuricus",NA,154613,"Rhodeus sericeus","exact"
"Rhodeus sericeus sericeus","senior synonym",154613,"Rhodeus sericeus","exact"
"Rhodeus sericeus sinensis","junior synonym",154613,"Rhodeus sericeus","exact"
"Achilognathus smithii",NA,1526068,"Rhodeus smithii","exact"
"Rhodeus ocellatus smithi",NA,1526068,"Rhodeus smithii","exact"
"Rhodeus ocellatus smithii","senior synonym",1526068,"Rhodeus smithii","exact"
"Pseudoperilampus hainanensis",NA,275345,"Rhodeus spinalis","exact"
"Rhodeus ocellatus vietnamensis",NA,275345,"Rhodeus spinalis","exact"
"Rhodeus vietnamensis",NA,275345,"Rhodeus spinalis","exact"
"Pseudoperilampus suigensis",NA,1015360,"Rhodeus suigensis","exact"
"Rhodeus atremius suigensis","senior synonym",1015360,"Rhodeus suigensis","exact"
"Pseudoperilampus uyekii",NA,1015371,"Rhodeus uyekii","exact"
"Blennius dolichogaster",NA,282599,"Rhodymenichthys dolichogaster","exact"
"Centronotus taczanowskii",NA,282599,"Rhodymenichthys dolichogaster","exact"
"Pholis dolichogaster",NA,282599,"Rhodymenichthys dolichogaster","exact"
"Rhodimenichthys dolichogaster","misspelling",282599,"Rhodymenichthys dolichogaster","exact"
"Rhodimenichthys taczanowskii","misspelling",282599,"Rhodymenichthys dolichogaster","exact"
"Aprion ariommus",NA,159807,"Rhomboplites aurorubens","exact"
"Centropristes aurorubens","misspelling",159807,"Rhomboplites aurorubens","exact"
"Centropristis aurorubens",NA,159807,"Rhomboplites aurorubens","exact"
"Mesoprion elegans",NA,159807,"Rhomboplites aurorubens","exact"
"Romboplites aurorubens","misspelling",159807,"Rhomboplites aurorubens","exact"
"Rhombosolea millari",NA,282600,"Rhombosolea leporina","exact"
"Apsetta thompsoni",NA,282601,"Rhombosolea plebeia","exact"
"Bowenia novaezealandiae",NA,282601,"Rhombosolea plebeia","exact"
"Rhombosolea thompsoni",NA,282601,"Rhombosolea plebeia","exact"
"Rhombus plebeius",NA,282601,"Rhombosolea plebeia","exact"
"Rhombosolea retiaria adamas",NA,282602,"Rhombosolea retiaria","exact"
"Pleuronectes victoriae",NA,282603,"Rhombosolea tapirina","exact"
"Rhombosolea flesoides",NA,282603,"Rhombosolea tapirina","exact"
"Rhombosolea monopus",NA,282603,"Rhombosolea tapirina","exact"
"Pomadasis bayanus","misspelling",1577353,"Rhonciscus bayanus","exact"
"Pomadasys bayanus",NA,1577353,"Rhonciscus bayanus","exact"
"Pomadasys sinuosus",NA,1577353,"Rhonciscus bayanus","exact"
"Pomadasys approximans",NA,1577354,"Rhonciscus crocro","exact"
"Pomadasys boucardi","synonym",1577354,"Rhonciscus crocro","exact"
"Pomadasys crocro",NA,1577354,"Rhonciscus crocro","exact"
"Pristipoma boucardi",NA,1577354,"Rhonciscus crocro","exact"
"Pristipoma crocro",NA,1577354,"Rhonciscus crocro","exact"
"Gobio belingi",NA,1015504,"Romanogobio belingi","exact"
"Cyprinus benacensis",NA,1026474,"Romanogobio benacensis","exact"
"Gobio benacensis",NA,1026474,"Romanogobio benacensis","exact"
"Gobio benacensis","senior synonym",1026474,"Romanogobio benacensis","exact"
"Gobio lutescens","synonym",1026474,"Romanogobio benacensis","exact"
"Gobio pollinii","synonym",1026474,"Romanogobio benacensis","exact"
"Gobio venatus","synonym",1026474,"Romanogobio benacensis","exact"
"Gobio ciscaucasicus",NA,1015732,"Romanogobio ciscaucasicus","exact"
"Gobio albipinnatus elimeius",NA,1479771,"Romanogobio elimeius","exact"
"Gobio banarescui",NA,1479771,"Romanogobio elimeius","exact"
"Gobio elimeius",NA,1479771,"Romanogobio elimeius","exact"
"Gobio kessleri banarescui","junior synonym",1479771,"Romanogobio elimeius","exact"
"Gobio kesslerii banarescui",NA,1479771,"Romanogobio elimeius","exact"
"Gobio persus stankoi",NA,1479771,"Romanogobio elimeius","exact"
"Gobio uranoscopus elimeius",NA,1479771,"Romanogobio elimeius","exact"
"Gobio uranoscopus stankoi",NA,1479771,"Romanogobio elimeius","exact"
"Romanogobio stankoi",NA,1479771,"Romanogobio elimeius","exact"
"Gobio johntreadwelli",NA,1012966,"Romanogobio johntreadwelli","exact"
"Gobio kessleri",NA,1015985,"Romanogobio kesslerii","exact"
"Gobio kessleri kessleri","senior synonym",1015985,"Romanogobio kesslerii","exact"
"Gobio kesslerii","synonym",1015985,"Romanogobio kesslerii","exact"
"Gobio persa carpathorossicus","junior synonym",1015985,"Romanogobio kesslerii","exact"
"Gobio similis",NA,1015985,"Romanogobio kesslerii","exact"
"Gobio uranoscopus carpathorossicus","junior synonym",1015985,"Romanogobio kesslerii","exact"
"Romanogobio kessleri",NA,1015985,"Romanogobio kesslerii","exact"
"Gobio macropterus",NA,1018899,"Romanogobio macropterus","exact"
"Gobio persa",NA,1019056,"Romanogobio persus","exact"
"Gobio persus",NA,1019056,"Romanogobio persus","exact"
"Romanogobio albipinnatus tanaiticus",NA,1479774,"Romanogobio tanaiticus","exact"
"Gobio albipinnatus tenuicorpus","senior synonym",1015549,"Romanogobio tenuicorpus","exact"
"Gobio coriparoides tenuicorpus","senior synonym",1015549,"Romanogobio tenuicorpus","exact"
"Gobio gobio tenuicorpus",NA,1015549,"Romanogobio tenuicorpus","exact"
"Gobio tenuicorpus","senior synonym",1015549,"Romanogobio tenuicorpus","exact"
"Cyprinus uranoscopus","synonym",1016372,"Romanogobio uranoscopus","exact"
"Gobio frici","synonym",1016372,"Romanogobio uranoscopus","exact"
"Gobio uranoscopus",NA,1016372,"Romanogobio uranoscopus","exact"
"Gobio uranoscopus frici","junior synonym",1016372,"Romanogobio uranoscopus","exact"
"Gobio uranoscopus uranoscopus","senior synonym",1016372,"Romanogobio uranoscopus","exact"
"Gobio vladykovi","synonym",1014588,"Romanogobio vladykovi","exact"
"Corvina stearnsii",NA,282628,"Roncador stearnsii","exact"
"Roncador stearnsi","misspelling",282628,"Roncador stearnsii","exact"
"Salmo letnica lumi",NA,1524878,"Salmo lumi","exact"
"Trutta fario macedonica",NA,1014933,"Salmo macedonicus","exact"
"Trutta fario macroptera",NA,1014933,"Salmo macedonicus","exact"
"Salar macrostigma","synonym",306012,"Salmo macrostigma","exact"
"Salmo fario macrostigma",NA,306012,"Salmo macrostigma","exact"
"Salmo lapasseti","synonym",306012,"Salmo macrostigma","exact"
"Salmo trutta macrostigma",NA,306012,"Salmo macrostigma","exact"
"Salar genivittatus","synonym",1019650,"Salmo marmoratus","exact"
"Salmo trutta marmoratus","senior synonym",1019650,"Salmo marmoratus","exact"
